Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,9/3/2020 4:30,32.3182,-86.9023,128239,2217,51154,74868,1,2615.422424,964233,,1.72880325,84000001,USA,19665.44195,
Alaska,US,9/3/2020 4:30,61.3707,-152.4044,5362,39,2281,3042,2,732.9692637,376884,,0.727340545,84000002,USA,51518.90861,
Arizona,US,9/3/2020 4:30,33.7298,-111.4312,202861,5065,31021,166775,4,2787.043376,1213927,,2.496783512,84000004,USA,16677.76065,
Arkansas,US,9/3/2020 4:30,34.9697,-92.3731,62112,841,56261,5010,5,2058.185356,737449,,1.354005667,84000005,USA,24436.6102,
California,US,9/3/2020 4:30,36.1162,-119.6816,721281,13317,,707964,6,1825.462971,11580370,,1.846298461,84000006,USA,29308.32315,
Colorado,US,9/3/2020 4:30,39.0598,-105.3111,57999,1952,5979,50068,8,1007.148096,1014642,,3.365575269,84000008,USA,17619.17893,
Connecticut,US,9/3/2020 4:30,41.5978,-72.7554,53108,4467,8967,39674,9,1489.585551,1203979,,8.41116216,84000009,USA,33769.48335,
Delaware,US,9/3/2020 4:30,39.3185,-75.5071,17549,606,9467,7476,10,1802.182048,240530,,3.453188216,84000010,USA,24701.05693,
Florida,US,9/3/2020 4:30,27.7663,-81.6868,633442,11501,,621941,12,2949.295822,4693802,,1.815635844,84000012,USA,21854.26705,
Georgia,US,9/3/2020 4:30,33.0406,-83.6431,274613,5795,,268818,13,2586.437406,2381637,,2.110242414,84000013,USA,22431.40355,
Hawaii,US,9/3/2020 4:30,21.0943,-157.4983,8991,75,2634,6282,15,635.0150296,202186,,0.834167501,84000015,USA,14279.96316,
Idaho,US,9/3/2020 4:30,44.2405,-114.4788,32664,372,15212,17080,16,1827.801451,259096,,1.138868479,84000016,USA,14498.4094,
Illinois,US,9/3/2020 4:30,40.3495,-88.9861,240344,8300,,232044,17,1896.680832,4121575,,3.453383484,84000017,USA,32525.51468,
Indiana,US,9/3/2020 4:30,39.8494,-86.2583,95750,3325,73390,19035,18,1422.265081,1092596,,3.472584856,84000018,USA,16229.35915,
Iowa,US,9/3/2020 4:30,42.0115,-93.2105,66463,1133,48074,17256,19,2106.545972,629654,,1.704707883,84000019,USA,19956.89478,
Kansas,US,9/3/2020 4:30,38.5266,-96.7265,43847,461,1730,41656,20,1505.055754,419247,,1.051383219,84000020,USA,14390.72479,
Kentucky,US,9/3/2020 4:30,37.6681,-84.6701,49991,966,10463,38562,21,1118.949395,837211,,1.932347823,84000021,USA,18739.30791,
Louisiana,US,9/3/2020 4:30,31.1695,-91.8678,149838,5004,134432,10402,22,3223.158522,1903883,,3.339606775,84000022,USA,40954.34214,
Maine,US,9/3/2020 4:30,44.6939,-69.3819,4568,133,3978,457,23,339.8273487,273032,,2.911558669,84000023,USA,20311.67703,
Maryland,US,9/3/2020 4:30,39.0639,-76.8021,109319,3766,7026,98527,24,1808.216776,1345646,,3.444963821,84000024,USA,22257.97594,
Massachusetts,US,9/3/2020 4:30,42.2302,-71.5301,129182,9060,103920,16202,25,1874.2393,1771706,,7.013360995,84000025,USA,25704.8274,
Michigan,US,9/3/2020 4:30,43.3266,-84.5361,114468,6781,76151,31536,26,1146.186433,2816816,,5.923926337,84000026,USA,28205.23013,
Minnesota,US,9/3/2020 4:30,45.6945,-93.9002,77085,1882,69521,5682,27,1366.844503,1150854,,2.441460725,84000027,USA,20406.54426,
Mississippi,US,9/3/2020 4:30,32.7416,-89.6787,84365,2526,67918,13921,28,2834.703504,581586,,2.994132638,84000028,USA,19541.56193,
Missouri,US,9/3/2020 4:30,38.4561,-92.2884,88216,1578,,86638,29,1437.344764,998097,,1.788791149,84000029,USA,16262.46369,
Montana,US,9/3/2020 4:30,46.9219,-110.4544,7691,109,5584,1998,30,719.6068781,253873,,1.417240931,84000030,USA,23753.57651,
Nebraska,US,9/3/2020 4:30,41.1254,-98.2681,34995,399,26363,8233,31,1809.080608,365641,,1.14016288,84000031,USA,18901.95864,
Nevada,US,9/3/2020 4:30,38.3135,-117.0554,69872,1336,1817,66719,32,2268.456533,602308,,1.912067781,84000032,USA,19554.46412,
New Hampshire,US,9/3/2020 4:30,43.4525,-71.5639,7309,432,6634,243,33,537.540698,211281,,5.910521275,84000033,USA,15538.66961,
New Jersey,US,9/3/2020 4:30,40.2989,-74.521,192595,15964,33991,142640,34,2168.327856,2902267,,8.288896389,84000034,USA,32675.12854,
New Mexico,US,9/3/2020 4:30,34.8405,-106.2485,25612,790,13073,11749,35,1221.463457,765399,,3.084491645,84000035,USA,36502.69049,
New York,US,9/3/2020 4:30,42.1657,-74.9481,436218,32972,75203,328043,36,2242.355526,8428477,,7.558606018,84000036,USA,43326.13962,
North Carolina,US,9/3/2020 4:30,35.6301,-79.8064,170553,2779,145884,21890,37,1626.159745,2315310,,1.629405522,84000037,USA,22075.62411,
North Dakota,US,9/3/2020 4:30,47.5289,-99.784,12267,148,9834,2285,38,1609.711546,204097,,1.206488954,84000038,USA,26782.20407,
Ohio,US,9/3/2020 4:30,40.3888,-82.7649,125767,4176,105065,16526,39,1075.93399,2292748,,3.320425867,84000039,USA,19614.41001,
Oklahoma,US,9/3/2020 4:30,35.5653,-96.9289,60118,821,50646,8651,40,1519.293419,893242,,1.36564756,84000040,USA,22573.8829,
Oregon,US,9/3/2020 4:30,44.572,-122.0709,27075,468,5144,21463,41,641.9319175,566382,,1.728531856,84000041,USA,13428.57556,
Pennsylvania,US,9/3/2020 4:30,40.5908,-77.2098,140532,7705,111201,21626,42,1097.735672,1687696,,5.482737028,84000042,USA,13183.07647,
Rhode Island,US,9/3/2020 4:30,41.6809,-71.5118,22078,1051,2130,18897,44,2084.086539,536139,,4.760394963,84000044,USA,50609.65997,
South Carolina,US,9/3/2020 4:30,33.8569,-80.945,120503,2794,51431,66278,45,2340.448508,959032,,2.318614474,84000045,USA,18626.63182,
South Dakota,US,9/3/2020 4:30,44.2998,-99.4388,14003,169,10959,2875,46,1582.869784,148925,,1.206884239,84000046,USA,16834.17,
Tennessee,US,9/3/2020 4:30,35.7478,-86.6923,157831,1797,120675,35359,47,2311.128696,2238231,,1.138559599,84000047,USA,32774.54931,
Texas,US,9/3/2020 4:30,31.0545,-97.5635,641855,13104,522087,106664,48,2213.607512,5068862,,2.0415826,84000048,USA,17481.31743,
Utah,US,9/3/2020 4:30,40.15,-111.8624,52822,410,44658,7754,49,1647.619838,668425,,0.776191738,84000049,USA,20849.46216,
Vermont,US,9/3/2020 4:30,44.0459,-72.7107,1637,58,1433,146,50,262.3443683,139096,,3.543066585,84000050,USA,22291.4186,
Virginia,US,9/3/2020 4:30,37.7693,-78.17,122518,2641,15319,104558,51,1435.390162,1610691,,2.155601626,84000051,USA,18870.45181,
Washington,US,9/3/2020 4:30,47.4009,-121.4905,75377,1935,,73442,53,989.862891,1480039,,2.567096064,84000053,USA,19436.11026,
West Virginia,US,9/3/2020 4:30,38.4912,-80.9545,10658,233,8266,2159,54,594.7056798,441585,,2.186151248,84000054,USA,24639.99884,
Wisconsin,US,9/3/2020 4:30,44.2685,-89.6165,77129,1142,68641,7346,55,1324.686549,1273730,,1.480636337,84000055,USA,21876.24626,
Wyoming,US,9/3/2020 4:30,42.756,-107.3025,3911,41,3249,621,56,675.7562301,76810,,1.048325237,84000056,USA,13271.49988,
Alabama,US,9/2/2020 4:30,32.3182,-86.9023,127616,2200,48028,77388,1,2602.716398,958920,,1.723921765,84000001,USA,19557.08381,
Alaska,US,9/2/2020 4:30,61.3707,-152.4044,5297,39,2246,3012,2,724.0839593,374255,,0.736265811,84000002,USA,51159.53222,
Arizona,US,9/2/2020 4:30,33.7298,-111.4312,202342,5044,30841,166457,4,2779.912998,1208990,,2.492809204,84000004,USA,16609.93277,
Arkansas,US,9/2/2020 4:30,34.9697,-92.3731,61497,814,55647,5036,5,2037.806299,731025,,1.323641804,84000005,USA,24223.74018,
California,US,9/2/2020 4:30,36.1162,-119.6816,715617,13150,,702467,6,1811.128167,11470696,,1.837575127,84000006,USA,29030.75334,
Colorado,US,9/2/2020 4:30,39.0598,-105.3111,57755,1946,5953,49856,8,1002.911055,1009970,,3.369405246,84000008,USA,17538.05002,
Connecticut,US,9/2/2020 4:30,41.5978,-72.7554,53006,4466,8967,39573,9,1486.724631,1192338,,8.425461269,84000009,USA,33442.97388,
Delaware,US,9/2/2020 4:30,39.3185,-75.5071,17535,605,9419,7511,10,1800.744328,238423,,3.450242372,84000010,USA,24484.68007,
Florida,US,9/2/2020 4:30,27.7663,-81.6868,631040,11374,,619666,12,2938.112148,4675866,,1.8024214,84000012,USA,21770.75732,
Georgia,US,9/2/2020 4:30,33.0406,-83.6431,272697,5733,,266964,13,2568.391596,2368498,,2.102333359,84000013,USA,22307.65413,
Hawaii,US,9/2/2020 4:30,21.0943,-157.4983,8653,74,2578,6001,15,611.1428152,198182,,0.85519473,84000015,USA,13997.16924,
Idaho,US,9/2/2020 4:30,44.2405,-114.4788,32353,367,14963,17023,16,1810.398614,257689,,1.134361574,84000016,USA,14419.67696,
Illinois,US,9/2/2020 4:30,40.3495,-88.9861,238216,8273,,229943,17,1879.887666,4088824,,3.472898546,84000017,USA,32267.05933,
Indiana,US,9/2/2020 4:30,39.8494,-86.2583,94891,3312,72391,19188,18,1409.505543,1083765,,3.490320473,84000018,USA,16098.18397,
Iowa,US,9/2/2020 4:30,42.0115,-93.2105,65847,1125,47437,17285,19,2087.021841,623547,,1.708506082,84000019,USA,19763.3333,
Kansas,US,9/2/2020 4:30,38.5266,-96.7265,42962,456,1673,40833,20,1474.677978,413249,,1.0614031,84000020,USA,14184.84242,
Kentucky,US,9/2/2020 4:30,37.6681,-84.6701,49185,948,10417,37820,21,1100.908683,830421,,1.927416895,84000021,USA,18587.32723,
Louisiana,US,9/2/2020 4:30,31.1695,-91.8678,148882,4984,127918,15980,22,3202.594049,1889825,,3.347617576,84000022,USA,40651.94113,
Maine,US,9/2/2020 4:30,44.6939,-69.3819,4549,132,3945,472,23,338.4138811,268735,,2.901736645,84000023,USA,19992.01019,
Maryland,US,9/2/2020 4:30,39.0639,-76.8021,108863,3761,6976,98126,24,1800.6742,1338917,,3.454800988,84000024,USA,22146.67333,
Massachusetts,US,9/2/2020 4:30,42.2302,-71.5301,128888,9064,103920,15904,25,1869.973796,1764172,,7.032462293,84000025,USA,25595.52023,
Michigan,US,9/2/2020 4:30,43.3266,-84.5361,113820,6767,76151,30902,26,1139.697905,2789407,,5.945352311,84000026,USA,27930.77942,
Minnesota,US,9/2/2020 4:30,45.6945,-93.9002,76355,1871,68488,5996,27,1353.900396,1132922,,2.450396176,84000027,USA,20088.58025,
Mississippi,US,9/2/2020 4:30,32.7416,-89.6787,83584,2493,67918,13173,28,2808.461539,577517,,2.982628254,84000028,USA,19404.84163,
Missouri,US,9/2/2020 4:30,38.4561,-92.2884,86738,1562,,85176,29,1413.263015,991244,,1.800825474,84000029,USA,16150.80454,
Montana,US,9/2/2020 4:30,46.9219,-110.4544,7509,105,5459,1945,30,702.5780845,252296,,1.398322014,84000030,USA,23606.02482,
Nebraska,US,9/2/2020 4:30,41.1254,-98.2681,34574,399,26177,7998,31,1787.316843,363075,,1.154046393,84000031,USA,18769.30823,
Nevada,US,9/2/2020 4:30,38.3135,-117.0554,69633,1313,1798,66522,32,2260.697185,600349,,1.885600218,84000032,USA,19490.86345,
New Hampshire,US,9/2/2020 4:30,43.4525,-71.5639,7297,432,6615,250,33,536.6581575,210916,,5.920241195,84000033,USA,15511.82567,
New Jersey,US,9/2/2020 4:30,40.2989,-74.521,192290,15950,33949,142391,34,2164.894018,2859048,,8.294763118,84000034,USA,32188.54809,
New Mexico,US,9/2/2020 4:30,34.8405,-106.2485,25460,787,12960,11713,35,1214.214416,760874,,3.091123331,84000035,USA,36286.88844,
New York,US,9/2/2020 4:30,42.1657,-74.9481,435510,32966,75142,327402,36,2238.716089,8340030,,7.569516199,84000036,USA,42871.4825,
North Carolina,US,9/2/2020 4:30,35.6301,-79.8064,169424,2741,145884,20799,37,1615.395147,2295698,,1.617834545,84000037,USA,21888.63095,
North Dakota,US,9/2/2020 4:30,47.5289,-99.784,12000,145,9610,2245,38,1574.675026,202418,,1.208333333,84000038,USA,26561.88079,
Ohio,US,9/2/2020 4:30,40.3888,-82.7649,124606,4166,104024,16416,39,1066.00166,2269669,,3.343338202,84000039,USA,19416.96966,
Oklahoma,US,9/2/2020 4:30,35.5653,-96.9289,59398,808,49989,8601,40,1501.097683,886912,,1.360315162,84000040,USA,22413.91206,
Oregon,US,9/2/2020 4:30,44.572,-122.0709,26946,464,4938,21544,41,638.8734053,561800,,1.721962443,84000041,USA,13319.9391,
Pennsylvania,US,9/2/2020 4:30,40.5908,-77.2098,139548,7678,109183,22687,42,1090.049367,1674764,,5.502049474,84000042,USA,13082.06092,
Rhode Island,US,9/2/2020 4:30,41.6809,-71.5118,22002,1050,2113,18839,44,2076.912403,530488,,4.772293428,84000044,USA,50076.2252,
South Carolina,US,9/2/2020 4:30,33.8569,-80.945,119846,2757,51431,65658,45,2327.68804,954402,,2.300452247,84000045,USA,18536.70645,
South Dakota,US,9/2/2020 4:30,44.2998,-99.4388,13749,167,10832,2750,46,1554.158156,147595,,1.214633792,84000046,USA,16683.82959,
Tennessee,US,9/2/2020 4:30,35.7478,-86.6923,156329,1781,118885,35663,47,2289.134821,2217751,,1.139263988,84000047,USA,32474.65945,
Texas,US,9/2/2020 4:30,31.0545,-97.5635,637721,12919,514861,109941,48,2199.350315,5033554,,2.025807524,84000048,USA,17359.54841,
Utah,US,9/2/2020 4:30,40.15,-111.8624,52403,409,44338,7656,49,1634.550421,664521,,0.780489667,84000049,USA,20727.68888,
Vermont,US,9/2/2020 4:30,44.0459,-72.7107,1635,58,1432,145,50,262.0238498,138446,,3.547400612,84000050,USA,22187.2501,
Virginia,US,9/2/2020 4:30,37.7693,-78.17,121615,2612,15199,103782,51,1424.553094,1598689,,2.148149976,84000051,USA,18729.83939,
Washington,US,9/2/2020 4:30,47.4009,-121.4905,74939,1931,,73008,53,984.1110046,1473245,,2.576762433,84000053,USA,19346.89036,
West Virginia,US,9/2/2020 4:30,38.4912,-80.9545,10513,224,8163,2126,54,586.6148257,438441,,2.13069533,84000054,USA,24464.5668,
Wisconsin,US,9/2/2020 4:30,44.2685,-89.6165,76584,1130,67902,7552,55,1315.326202,1265321,,1.475504022,84000055,USA,21731.82212,
Wyoming,US,9/2/2020 4:30,42.756,-107.3025,3874,37,3206,631,56,669.363241,76567,,0.955085183,84000056,USA,13229.51349,
Alabama,US,9/6/2020 4:30,32.3182,-86.9023,131803,2275,51154,78374,1,2688.109871,977973,,1.726060864,84000001,USA,19945.66797,
Alaska,US,9/6/2020 4:30,61.3707,-152.4044,5677,42,2321,3314,2,776.0288157,385002,,0.739827374,84000002,USA,52628.61478,
Arizona,US,9/6/2020 4:30,33.7298,-111.4312,205517,5207,31548,168762,4,2823.533323,1252775,,2.533610358,84000004,USA,17211.48109,
Arkansas,US,9/6/2020 4:30,34.9697,-92.3731,64690,882,57968,5840,5,2143.611712,765411,,1.363425568,84000005,USA,25363.17799,
California,US,9/6/2020 4:30,36.1162,-119.6816,735314,13709,,721605,6,1860.978564,11916323,,1.864373587,84000006,USA,30158.57397,
Colorado,US,9/6/2020 4:30,39.0598,-105.3111,58966,1971,6029,50966,8,1023.939976,1040752,,3.342604213,84000008,USA,18072.57704,
Connecticut,US,9/6/2020 4:30,41.5978,-72.7554,53365,4468,9049,39848,9,1496.793947,1237658,,8.372528811,84000009,USA,34714.11979,
Delaware,US,9/6/2020 4:30,39.3185,-75.5071,17892,608,9641,7643,10,1837.406189,248632,,3.398166778,84000010,USA,25533.08605,
Florida,US,9/6/2020 4:30,27.7663,-81.6868,643867,11811,,632056,12,2997.834455,4763807,,1.834385052,84000012,USA,22180.20921,
Georgia,US,9/6/2020 4:30,33.0406,-83.6431,281548,5977,,275571,13,2651.754574,2460729,,2.122906218,84000013,USA,23176.33008,
Hawaii,US,9/6/2020 4:30,21.0943,-157.4983,9693,84,2855,6754,15,684.5957827,221391,,0.866604766,84000015,USA,15636.37108,
Idaho,US,9/6/2020 4:30,44.2405,-114.4788,33474,384,16071,17019,16,1873.127167,265645,,1.147158989,84000016,USA,14864.87621,
Illinois,US,9/6/2020 4:30,40.3495,-88.9861,250102,8385,,241717,17,1973.686339,4373804,,3.352632126,84000017,USA,34515.9863,
Indiana,US,9/6/2020 4:30,39.8494,-86.2583,98961,3362,75680,19919,18,1469.961093,1129078,,3.397297925,84000018,USA,16771.26071,
Iowa,US,9/6/2020 4:30,42.0115,-93.2105,69690,1164,49521,19005,19,2208.825795,648511,,1.670253982,84000019,USA,20554.56773,
Kansas,US,9/6/2020 4:30,38.5266,-96.7265,45656,480,1785,43391,20,1567.149988,427205,,1.051340459,84000020,USA,14663.8845,
Kentucky,US,9/6/2020 4:30,37.6681,-84.6701,52464,993,10613,40858,21,1174.302596,871819,,1.892726441,84000021,USA,19513.93936,
Louisiana,US,9/6/2020 4:30,31.1695,-91.8678,151473,5035,134432,12006,22,3258.328934,1932644,,3.324024744,84000022,USA,41573.01872,
Maine,US,9/6/2020 4:30,44.6939,-69.3819,4633,134,4037,462,23,344.6628954,291975,,2.89229441,84000023,USA,21720.90414,
Maryland,US,9/6/2020 4:30,39.0639,-76.8021,111607,3796,7099,100712,24,1846.061981,1384455,,3.401220354,84000024,USA,22899.90539,
Massachusetts,US,9/6/2020 4:30,42.2302,-71.5301,122196,9116,105769,7311,25,1772.882797,1841675,,7.460145995,84000025,USA,26719.97386,
Michigan,US,9/6/2020 4:30,43.3266,-84.5361,117191,6806,80678,29707,26,1173.452268,2919002,,5.807613213,84000026,USA,29228.43493,
Minnesota,US,9/6/2020 4:30,45.6945,-93.9002,79880,1903,71507,6470,27,1416.404475,1177800,,2.382323485,84000027,USA,20884.34139,
Mississippi,US,9/6/2020 4:30,32.7416,-89.6787,86478,2569,67918,15991,28,2905.701294,597399,,2.97069775,84000028,USA,20072.88614,
Missouri,US,9/6/2020 4:30,38.4561,-92.2884,93171,1668,,91503,29,1518.078909,1038301,,1.790256625,84000029,USA,16917.52636,
Montana,US,9/6/2020 4:30,46.9219,-110.4544,8164,116,6219,1829,30,763.8630286,261050,,1.420872122,84000030,USA,24425.09109,
Nebraska,US,9/6/2020 4:30,41.1254,-98.2681,35805,404,26973,8428,31,1850.953884,375524,,1.128334032,84000031,USA,19412.8643,
Nevada,US,9/6/2020 4:30,38.3135,-117.0554,71102,1388,1853,67861,32,2308.389575,613004,,1.952125116,84000032,USA,19901.71926,
New Hampshire,US,9/6/2020 4:30,43.4525,-71.5639,7424,432,6742,250,33,545.9983776,218745,,5.818965517,84000033,USA,16087.60979,
New Jersey,US,9/6/2020 4:30,40.2989,-74.521,193747,15985,34112,143650,34,2181.29763,2965047,,8.25045033,84000034,USA,33381.93621,
New Mexico,US,9/6/2020 4:30,34.8405,-106.2485,26048,800,13412,11836,35,1242.25676,782044,,3.071253071,84000035,USA,37296.5082,
New York,US,9/6/2020 4:30,42.1657,-74.9481,438772,32987,75366,330419,36,2255.484227,8710614,,7.518027586,84000036,USA,44776.44993,
North Carolina,US,9/6/2020 4:30,35.6301,-79.8064,175815,2889,145884,27042,37,1676.330968,2410871,,1.643204505,84000037,USA,22986.76288,
North Dakota,US,9/6/2020 4:30,47.5289,-99.784,13334,155,10640,2539,38,1749.7264,209499,,1.162441878,84000038,USA,27491.07028,
Ohio,US,9/6/2020 4:30,40.3888,-82.7649,129785,4256,107972,17557,39,1110.307894,2377910,,3.279269561,84000039,USA,20342.96909,
Oklahoma,US,9/6/2020 4:30,35.5653,-96.9289,63187,850,52740,9597,40,1596.852744,923273,,1.345213414,84000040,USA,23332.822,
Oregon,US,9/6/2020 4:30,44.572,-122.0709,27856,480,5198,22178,41,660.4489564,580107,,1.723147616,84000041,USA,13753.98703,
Pennsylvania,US,9/6/2020 4:30,40.5908,-77.2098,143280,7750,112286,23244,42,1119.201087,1727706,,5.408989391,84000042,USA,13495.60603,
Rhode Island,US,9/6/2020 4:30,41.6809,-71.5118,22243,1055,2147,19041,44,2099.661966,557522,,4.743065234,84000044,USA,52628.14093,
South Carolina,US,9/6/2020 4:30,33.8569,-80.945,124289,2877,51431,69981,45,2413.981433,993927,,2.314766391,84000045,USA,19304.37387,
South Dakota,US,9/6/2020 4:30,44.2998,-99.4388,14889,173,11659,3057,46,1683.021368,153907,,1.161931627,84000046,USA,17397.32484,
Tennessee,US,9/6/2020 4:30,35.7478,-86.6923,162362,1862,144383,16117,47,2377.476398,2310324,,1.146820069,84000047,USA,33830.21138,
Texas,US,9/6/2020 4:30,31.0545,-97.5635,655815,13576,538282,103957,48,2261.752281,5183948,,2.070095987,84000048,USA,17878.22208,
Utah,US,9/6/2020 4:30,40.15,-111.8624,54272,420,45896,7956,49,1692.848128,683965,,0.773879717,84000049,USA,21334.18466,
Vermont,US,9/6/2020 4:30,44.0459,-72.7107,1647,58,1451,138,50,263.9469606,143088,,3.521554341,84000050,USA,22931.17347,
Virginia,US,9/6/2020 4:30,37.7693,-78.17,125727,2677,15636,107368,51,1472.447077,1657556,,2.129995783,84000051,USA,19419.5104,
Washington,US,9/6/2020 4:30,47.4009,-121.4905,76836,1953,,74883,53,1009.022714,1534090,,2.541777292,84000053,USA,20145.91669,
West Virginia,US,9/6/2020 4:30,38.4912,-80.9545,11293,246,8516,2531,54,630.1380411,453481,,2.178340565,84000054,USA,25303.78367,
Wisconsin,US,9/6/2020 4:30,44.2685,-89.6165,80300,1168,71153,7979,55,1379.148308,1302741,,1.454545455,84000055,USA,22374.50867,
Wyoming,US,9/6/2020 4:30,42.756,-107.3025,3990,42,3404,544,56,689.4061259,78318,,1.052631579,84000056,USA,13532.05738,
Alabama,US,9/5/2020 4:30,32.3182,-86.9023,130393,2266,51154,76973,1,2659.353053,970413,,1.737823349,84000001,USA,19791.48248,
Alaska,US,9/5/2020 4:30,61.3707,-152.4044,5584,40,2295,3249,2,763.3159956,381937,,0.716332378,84000002,USA,52209.6385,
Arizona,US,9/5/2020 4:30,33.7298,-111.4312,204681,5171,31384,168126,4,2812.047783,1236928,,2.526370303,84000004,USA,16993.76415,
Arkansas,US,9/5/2020 4:30,34.9697,-92.3731,64175,873,57547,5755,5,2126.546323,748411,,1.360342813,84000005,USA,24799.85446,
California,US,9/5/2020 4:30,36.1162,-119.6816,730662,13638,,717024,6,1849.204992,11796970,,1.86652652,84000006,USA,29856.50795,
Colorado,US,9/5/2020 4:30,39.0598,-105.3111,58267,1955,6011,50301,8,1011.801895,1029791,,3.355243963,84000008,USA,17882.24013,
Connecticut,US,9/5/2020 4:30,41.5978,-72.7554,53365,4468,9049,39848,9,1496.793947,1237658,,8.372528811,84000009,USA,34714.11979,
Delaware,US,9/5/2020 4:30,39.3185,-75.5071,17752,606,9582,7564,10,1823.028989,246642,,3.413699865,84000010,USA,25328.72441,
Florida,US,9/5/2020 4:30,27.7663,-81.6868,640211,11750,,628461,12,2980.812178,4740007,,1.835332414,84000012,USA,22069.39679,
Georgia,US,9/5/2020 4:30,33.0406,-83.6431,279354,5931,,273423,13,2631.090426,2432125,,2.12311261,84000013,USA,22906.92384,
Hawaii,US,9/5/2020 4:30,21.0943,-157.4983,9473,81,2778,6614,15,669.0576549,213722,,0.855061754,84000015,USA,15094.72608,
Idaho,US,9/5/2020 4:30,44.2405,-114.4788,33193,382,15787,17024,16,1857.40306,263727,,1.150845058,84000016,USA,14757.54939,
Illinois,US,9/5/2020 4:30,40.3495,-88.9861,247298,8362,,238936,17,1951.558501,4311869,,3.381345583,84000017,USA,34027.22466,
Indiana,US,9/5/2020 4:30,39.8494,-86.2583,97884,3350,75222,19312,18,1453.963396,1117427,,3.422418373,84000018,USA,16598.19741,
Iowa,US,9/5/2020 4:30,42.0115,-93.2105,68744,1158,49053,18533,19,2178.842308,642335,,1.684510648,84000019,USA,20358.8193,
Kansas,US,9/5/2020 4:30,38.5266,-96.7265,45365,478,1785,43102,20,1557.161363,427205,,1.053675741,84000020,USA,14663.8845,
Kentucky,US,9/5/2020 4:30,37.6681,-84.6701,51677,987,10587,40103,21,1156.687161,852440,,1.909940593,84000021,USA,19080.17888,
Louisiana,US,9/5/2020 4:30,31.1695,-91.8678,151473,5035,134432,12006,22,3258.328934,1932644,,3.324024744,84000022,USA,41573.01872,
Maine,US,9/5/2020 4:30,44.6939,-69.3819,4633,134,4006,493,23,344.6628954,286603,,2.89229441,84000023,USA,21321.2648,
Maryland,US,9/5/2020 4:30,39.0639,-76.8021,110831,3789,7072,99970,24,1833.22637,1371465,,3.41871859,84000024,USA,22685.04122,
Massachusetts,US,9/5/2020 4:30,42.2302,-71.5301,121758,9100,105769,6889,25,1766.528067,1820864,,7.473841555,84000025,USA,26418.0371,
Michigan,US,9/5/2020 4:30,43.3266,-84.5361,116295,6798,76151,33346,26,1164.480477,2877981,,5.845479169,84000026,USA,28817.68508,
Minnesota,US,9/5/2020 4:30,45.6945,-93.9002,78966,1899,70537,6530,27,1400.197743,1168307,,2.40483246,84000027,USA,20716.0148,
Mississippi,US,9/5/2020 4:30,32.7416,-89.6787,85939,2558,67918,15463,28,2887.590641,587404,,2.976529864,84000028,USA,19737.04946,
Missouri,US,9/5/2020 4:30,38.4561,-92.2884,91228,1607,,89621,29,1486.420696,1021730,,1.761520586,84000029,USA,16647.52727,
Montana,US,9/5/2020 4:30,46.9219,-110.4544,8019,114,5821,2084,30,750.2961326,259988,,1.421623644,84000030,USA,24325.72527,
Nebraska,US,9/5/2020 4:30,41.1254,-98.2681,35661,404,26766,8491,31,1843.509746,373592,,1.132890272,84000031,USA,19312.98878,
Nevada,US,9/5/2020 4:30,38.3135,-117.0554,70712,1375,1853,67484,32,2295.727879,608815,,1.944507297,84000032,USA,19765.71966,
New Hampshire,US,9/5/2020 4:30,43.4525,-71.5639,7368,432,6727,209,33,541.8798554,217263,,5.863192182,84000033,USA,15978.61604,
New Jersey,US,9/5/2020 4:30,40.2989,-74.521,193422,15978,34075,143369,34,2177.638623,2964722,,8.260694233,84000034,USA,33378.2772,
New Mexico,US,9/5/2020 4:30,34.8405,-106.2485,25902,794,13283,11825,35,1235.293865,776796,,3.065400355,84000035,USA,37046.22551,
New York,US,9/5/2020 4:30,42.1657,-74.9481,437971,32982,75307,329682,36,2251.366729,8610853,,7.53063559,84000036,USA,44263.63379,
North Carolina,US,9/5/2020 4:30,35.6301,-79.8064,174253,2839,145884,25530,37,1661.437876,2389096,,1.629240243,84000037,USA,22779.14631,
North Dakota,US,9/5/2020 4:30,47.5289,-99.784,12973,150,10310,2513,38,1702.354927,207756,,1.156247591,84000038,USA,27262.34873,
Ohio,US,9/5/2020 4:30,40.3888,-82.7649,128444,4248,107083,17113,39,1098.835667,2349585,,3.30727788,84000039,USA,20100.64932,
Oklahoma,US,9/5/2020 4:30,35.5653,-96.9289,62040,846,52123,9071,40,1567.865926,914395,,1.363636364,84000040,USA,23108.45846,
Oregon,US,9/5/2020 4:30,44.572,-122.0709,27601,475,5198,21928,41,654.4030602,576929,,1.720952139,84000041,USA,13678.63857,
Pennsylvania,US,9/5/2020 4:30,40.5908,-77.2098,142495,7735,112882,21878,42,1113.069227,1714541,,5.428260641,84000042,USA,13392.77045,
Rhode Island,US,9/5/2020 4:30,41.6809,-71.5118,22243,1055,2147,19041,44,2099.661966,557522,,4.743065234,84000044,USA,52628.14093,
South Carolina,US,9/5/2020 4:30,33.8569,-80.945,123325,2846,51431,69048,45,2395.258311,981984,,2.307723495,84000045,USA,19072.41303,
